w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , , , , , , , , , , , , , ,w,
w, , , , , , ,w,w,w,w,w,w,w,w,w,w,w,w,w,
w, , , , , , ,w, , , , , , , , , , , ,w,
w, , , , , , ,w, ,s:HP+, , , ,w, , , , , ,w,
w, , , , , , , , , , , , ,w, , , , , ,w,
w, , , , , , ,w, , , , , ,w, , , , , ,w,
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,d:2:16:1,w,w,w,
